Gerencia;Cliente;Sistema;Modulo;Classificacao;TipoFalha;Prioridade;Dificuldade;Colaborador
Atendimento;PORTUS;Atenaprev.Net - Benefício;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Jonatas Eduardo
Atendimento;PORTUS;Atenaprev.Net - Benefício;Benefício - IN 1452;Suporte;Falha de Sistema;Crítica;Fácil;Jonatas Eduardo
Atendimento;PORTUS;Atenaprev.Net - Benefício;Benefício - e-Financeira;Suporte;Falha de Operação;Alta;Fácil;Jonatas Eduardo
Atendimento;CERES;Sistema de Benefícios;Benefício - Recadastramento;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Integração com Contabilidade;Suporte;Falha de Sistema;Alta;Difícil 3;Luis Oscar
Atendimento;SARAHPREV;Sistema de Orçamento;Orçamento - Parametros;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Integração com Benefício;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;BASES;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;FABASA;Sistema Contábil;Contábil - Integração;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Integração Concessão Banco;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;AGROS;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Operação;Alta;Médio;Luis Oscar
Atendimento;SERGUS;Sistema de Empréstimo;Empréstimo - Concessão;Suporte;Falha de Operação;Média;Fácil;Luis Oscar
Atendimento;CAPOF;Sistema Financeiro;Financeiro - Valores a Receber;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;FABASA;Sistema Contábil;Contábil - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;FUNCASAL;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Integração com Terceiros;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;FABASA;Sistema Financeiro;Financeiro - Valores a Receber;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;SARAHPREV;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;FABASA;Sistema Financeiro;Script;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FABASA;Sistema Financeiro;Financeiro - Valores a Receber;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FUNCASAL;Sistema Internet;Serviços online;Suporte;Falha de Operação;Crítica;Fácil;Luis Oscar
Atendimento;AGROS;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Baixa;Médio;Luis Oscar
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Integração Cobrança Banco;Suporte;Falha de Sistema;Crítica;Difícil 3;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Arrecadação;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;SARAHPREV;Sistema Contábil;Orçamento - Relatórios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FUNCASAL;Sistema de Empréstimo;Empréstimo - Integração Contábil;Suporte;Falha de Sistema;Crítica;Difícil 3;Luis Oscar
Atendimento;SERGUS;Sistema Contábil;Contábil - Integração;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CIBRIUS;Sistema de Investimento;Script;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Integração com Financeiro;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Parâmetros;Suporte;Melhorias;Alta;Fácil;Luis Oscar
Atendimento;FUNCASAL;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Baixa;Difícil 1;Luis Oscar
Atendimento;SARAHPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;SARAHPREV;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Sistema;Baixa;Difícil 1;Luis Oscar
Atendimento;CARFEPE;Sistema Contábil;Contratos - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema Financeiro;Financeiro - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;GEIPREV;Sistema de Empréstimo;Empréstimo - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;IDEIA3;Sistema Financeiro;Financeiro - Valores a Receber;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Média;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema Financeiro;Financeiro - Acesso;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;FABASA;Sistema Financeiro;Orçamento - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Difícil 3;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;CERES;Sistema Internet;Serviços online;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;CARFEPE;Sistema Contábil;Financeiro - Acesso;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;ENGENHONOVO;Sistema Financeiro;Financeiro - Acesso;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Baixa;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Difícil 3;Luis Oscar
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;IDEIA3;Sistema Financeiro;Financeiro - Valores a Pagar;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPOF;Sistema de Investimento;Investimentos - Acesso;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;SARAHPREV;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FASCEMAR;Sistema de Benefícios;Beneficio - Ficha Financeira;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Extrato do Participante;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;IDEIA3;Sistema Financeiro;Financeiro - Valores a Receber;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FASCEMAR;Sistema de Empréstimo;Empréstimo - Movimentação;Suporte;Procedimento;Alta;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;IDEIA3;Sistema Financeiro;Financeiro - Acesso;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Banco Conciliado;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;ECOS;Sistema Financeiro;Financeiro - Valores a Pagar;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Empréstimo - Concessão;Suporte;Melhorias;Crítica;Fácil;Luis Oscar
Atendimento;GEIPREV;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Acesso;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;AGROS;Sistema de Empréstimo;Empréstimo - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Baixa;Fácil;Luis Oscar
Atendimento;IDEIA3;Sistema Financeiro;Financeiro - Integração;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CIBRIUS;Sistema de Investimento;Investimentos - Fundos;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;IDEIA3;Sistema Financeiro;Financeiro - Exportação;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Empréstimo - Integração Patrocinadora;Suporte;Falha de Operação;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com Site;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Empréstimo;Empréstimo - Liquidação;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 3;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;AGROS;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Beneficio - Contribuições;Suporte;Falha de Operação;Média;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;AGROS;Sistema de Benefícios;Benefício - Integração com Terceiros;Suporte;Falha de Sistema;Crítica;Difícil 2;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Folha de Benefícios;Melhoria;Falha de Sistema;Alta;Difícil 3;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Recalculo de Benefício;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;FASCEMAR;Sistema de Investimento;Investimentos - Relatórios Gerenciais;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FASCEMAR;Sistema de Investimento;"Investimentos - Fechamento Renda Fixa ";Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema Financeiro;Financeiro - Parâmetros;Suporte;Falha de Sistema;Crítica;Difícil 2;Luis Oscar
Atendimento;AGROS;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;SERGUS;Sistema Ativo Fixo;Ativo Fixo - Cadastro;Suporte;Falha de Sistema;Crítica;Difícil 2;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com PREVIC;Suporte;Falha de Sistema;Alta;Difícil 3;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Script;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Script;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CAPOF;Sistema Contábil;Contábil - Cadastro;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CAPOF;Sistema de Empréstimo;Empréstimo - Integração Cobrança Banco;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;SARAHPREV;Sistema de Orçamento;Orçamento - Analise Comparativa;Suporte;Falha de Sistema;Baixa;Difícil 2;Luis Oscar
Atendimento;SARAHPREV;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;SARAHPREV;Sistema Contábil;Contábil - Integração;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Média;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;CIBRIUS;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Parâmetros;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;ALEPEPREV;Sistema Financeiro;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 2;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Operação;Alta;Médio;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;SERGUS;Sistema Financeiro;Financeiro - Valores a Pagar;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Crítica;Difícil 3;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Script;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Integração com PREVIC;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Script;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 2;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Difícil 2;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Fechamento Contábil;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CAPOF;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Integração Banco;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 2;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CARFEPE;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Integração com Site;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Geração de Cobrança Mensal;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;ALEPEPREV;Sistema de Benefícios;Benefício - Integração com Patrocinadora;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 2;Luis Oscar
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Cadastro;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - DIRF;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CAPOF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;FABASA;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 1;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Difícil 3;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Atuário;Suporte;Falha de Sistema;Média;Fácil;Luis Oscar
Atendimento;FAPECE;Sistema Contábil;Contábil - Cadastro;Suporte;Falha de Sistema;Média;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Relatórios;Suporte;Falha de Sistema;Alta;Médio;Luis Oscar
Atendimento;CAPOF;Sistema Contábil;Contábil - Relatórios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Institutos Resgate;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Concessão de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CERES;Sistema de Benefícios;Benefício - Manutenção das Contribuições;Suporte;Falha de Sistema;Alta;Fácil;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Médio;Luis Oscar
Atendimento;CAPAF;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Falha de Sistema;Crítica;Difícil 1;Luis Oscar
Atendimento;GEIPREV;Sistema de Benefícios;Benefício - Folha de Benefícios;Suporte;Melhorias;Média;Médio;Luis Oscar
